hostel_id,city,distance_to_center_km,rating,num_reviews,room_type,beds_in_room,breakfast_included,wifi,laundry,season,weekend,occupancy_rate,latitude,longitude,distance_to_transport_hub_km,distance_to_popular_places,neighbourhood_popularity_score,walkability_score,noise_level_index,sentiment_score,review_keywords_count,topic_category,recent_sentiment_trend,days_until_checkin,surge_pricing_flag,competitor_average_price,competitor_availability,price_last_week,month,holiday_or_festival,special_event_flag,seasonal_index,hostel_age_years,kitchen_access,air_conditioning,locker_available,security_24h,female_only_dorm_available,common_area_count,room_area_sqft,bathroom_type,price_per_night
1815,Varanasi,6.59,9.5,669,shared,10,1,1,1,peak,1,0.97,25.398599045194462,82.92237529192985,1.86,3.31,7.6,66.0,4.4,0.17,36,noise,0.23,33,0,1342.63,0.49,498.08,10,0,0,0.9,20,1,0,1,1,0,5,170,shared,1559.75
1816,Hyderabad,2.36,8.2,1570,private,8,0,1,0,shoulder,1,0.96,17.320751700694213,78.46205186866523,14.87,1.44,8.0,98.0,2.4,0.57,35,location,0.18,40,0,1315.42,0.28,1294.16,9,1,0,1.0,40,1,1,1,1,0,4,344,ensuite,2174.71
1817,Varanasi,0.69,8.0,1419,shared,6,0,0,0,shoulder,0,0.51,25.31424723124903,82.98202864959048,0.3,0.57,4.2,79.0,8.5,0.51,20,noise,0.17,88,0,1109.14,0.35,433.73,4,1,0,0.9,1,1,1,1,1,0,5,355,shared,1144.66
1818,Goa,0.88,8.9,1666,private,6,0,1,1,peak,1,0.51,15.38103233396901,74.07011337644781,1.1,0.07,3.8,87.0,5.6,0.9,36,value,-0.25,38,0,944.31,0.65,1294.45,9,0,0,1.0,46,1,1,0,1,0,5,92,shared,3000.0
1819,Mumbai,1.05,8.7,937,shared,2,1,1,1,shoulder,0,0.5,19.040522412288283,72.82321253223574,3.03,1.5,4.1,60.0,6.0,0.72,48,cleanliness,0.23,17,1,1480.23,0.52,999.52,10,0,1,0.9,6,1,1,1,1,0,2,390,shared,2162.03
1820,Varanasi,2.7,6.7,1059,private,4,1,1,0,low,1,0.87,25.411132839629282,83.02946599582805,0.07,0.7,4.7,49.0,9.0,0.45,46,noise,0.06,19,1,1142.86,0.81,1312.14,8,1,0,1.2,41,0,1,1,1,1,1,171,ensuite,2311.96
1821,Chennai,0.1,7.8,463,shared,8,1,0,0,shoulder,0,0.4,13.002115498094732,80.36322833258939,2.34,3.57,4.2,55.0,1.1,0.91,38,location,-0.02,7,1,1071.87,0.85,1195.74,10,0,0,0.9,26,0,1,1,1,0,2,302,shared,1330.58
1822,Hyderabad,3.03,7.8,1714,shared,6,1,1,1,low,0,0.48,17.46553423405501,78.45142259355029,0.17,0.05,7.7,55.0,1.6,0.51,39,noise,0.25,25,0,1352.18,0.65,1251.81,3,0,0,0.8,29,1,1,1,0,0,1,175,ensuite,765.94
1823,Bangalore,1.36,7.4,1356,shared,4,0,1,0,peak,0,0.72,12.960642424413173,77.63219840372713,0.54,0.06,5.9,75.0,2.5,0.82,41,value,0.1,84,0,965.99,0.79,876.82,10,0,0,0.9,41,1,1,1,1,0,2,306,shared,1670.0
1824,Kolkata,1.05,8.0,746,private,4,0,1,0,shoulder,0,0.55,22.487348833028232,88.31551609227158,0.35,4.47,6.8,60.0,1.3,0.81,20,value,-0.22,26,0,591.51,0.26,1207.83,7,0,0,1.2,15,1,0,1,0,1,4,354,shared,2112.99
1825,Delhi,6.35,7.6,1546,shared,10,0,1,1,peak,0,0.46,28.780004318517218,77.18809045099313,4.76,5.02,3.3,91.0,6.9,0.9,25,value,0.01,31,1,465.33,0.16,806.58,12,0,0,0.9,37,1,0,1,0,0,5,382,ensuite,1478.86
1826,Chennai,1.85,6.8,828,shared,6,0,1,0,shoulder,1,0.62,13.033088042481824,80.30528047203309,0.4,0.04,9.0,99.0,6.7,-0.12,17,cleanliness,0.08,41,0,865.24,0.37,348.59,2,0,0,0.7,19,1,1,1,1,0,2,331,shared,839.0
1827,Kerala,0.3,7.6,782,shared,10,0,1,1,low,0,0.56,10.754950025099046,76.33163537092751,0.08,1.89,4.2,61.0,2.9,0.5,22,value,0.24,49,1,918.78,0.36,1016.49,2,0,1,0.7,9,1,1,1,1,0,2,150,shared,1049.05
1828,Hyderabad,5.26,6.3,22,shared,6,1,1,1,shoulder,0,0.71,17.31216142111384,78.39657080863984,1.77,0.38,5.5,82.0,2.3,0.36,6,cleanliness,-0.13,80,0,1293.23,0.63,1101.3,4,0,0,0.9,41,1,0,1,1,0,4,375,shared,813.99
1829,Kolkata,0.15,8.2,924,shared,6,1,1,0,peak,0,0.99,22.604422948379952,88.38360119364813,0.85,1.81,3.5,79.0,2.3,0.39,37,staff,0.18,48,0,467.37,0.77,411.7,10,0,0,0.9,17,1,1,0,1,1,5,173,shared,1754.54
1830,Kolkata,3.89,9.2,1941,private,2,0,1,0,low,0,0.47,22.66816229782764,88.36942246627167,1.04,3.05,4.0,52.0,9.6,0.35,45,noise,0.18,64,0,1117.48,0.34,1197.5,7,0,0,1.2,32,0,1,1,1,1,1,137,ensuite,1454.08
1831,Jaipur,4.46,8.8,1593,shared,6,0,1,1,shoulder,1,0.62,26.834692427916703,75.7458993813823,0.25,0.16,7.7,95.0,7.2,0.8,22,location,-0.22,62,1,664.95,0.44,382.69,4,1,0,0.9,28,0,0,1,1,1,2,110,shared,1602.41
1832,Hyderabad,1.3,7.4,930,shared,8,0,1,1,peak,0,0.96,17.377389609624952,78.43918599701146,2.76,0.41,7.8,52.0,6.3,0.18,32,cleanliness,-0.29,26,0,1426.84,0.18,785.78,2,0,0,0.7,15,0,1,1,1,1,1,380,ensuite,985.92
1833,Mumbai,5.23,6.3,834,shared,4,1,1,0,peak,0,0.93,19.012127310189506,72.8937049604634,1.84,0.04,7.7,84.0,3.9,0.36,41,cleanliness,0.05,74,0,864.51,0.43,836.72,12,0,0,0.9,42,1,1,1,1,1,3,183,shared,1684.12
1834,Udaipur,2.17,6.8,380,shared,6,0,1,0,shoulder,1,0.64,24.634407306820318,73.75379712700145,0.91,0.07,6.9,61.0,4.9,0.04,39,location,0.17,34,0,1046.88,0.27,340.43,2,0,0,0.7,28,1,0,1,1,0,2,389,shared,812.19
1835,Goa,1.87,8.1,1324,shared,8,0,1,1,peak,1,0.82,15.222911779952364,74.03063455140703,0.38,0.05,9.7,62.0,1.8,0.1,41,noise,0.03,37,0,1080.13,0.41,372.39,5,0,0,1.0,9,1,1,1,1,0,5,177,shared,2245.18
1836,Kerala,0.14,6.8,341,shared,8,1,1,0,low,0,0.45,10.798468349696178,76.28458031638475,1.8,2.42,6.6,67.0,10.0,0.59,16,value,0.19,37,1,409.21,0.31,795.71,3,1,0,0.8,27,1,1,1,1,0,3,131,ensuite,1034.14
1837,Goa,1.03,8.1,1639,shared,8,0,1,1,shoulder,1,0.83,15.238581193529814,74.05809190578933,3.02,0.53,6.1,92.0,7.8,-0.06,44,noise,0.07,41,0,1322.63,0.75,642.38,3,0,0,0.8,19,1,1,0,1,0,3,134,shared,1197.69
1838,Bangalore,8.02,6.9,270,shared,6,0,0,0,low,0,0.98,12.982103956073397,77.52267254627722,0.75,1.02,4.7,48.0,6.6,0.03,12,cleanliness,0.09,41,1,497.08,0.1,1197.5,1,0,0,0.7,7,1,1,1,0,1,2,106,shared,752.51
1839,Bangalore,1.49,9.2,1823,private,6,1,1,0,peak,1,0.72,13.046236818400127,77.61922389761894,0.05,2.33,3.7,43.0,6.3,0.43,29,value,-0.28,48,0,776.9,0.37,755.24,3,0,0,0.8,25,0,0,1,1,0,2,195,shared,1814.93
1840,Goa,2.37,7.5,1904,shared,12,1,1,1,peak,0,0.7,15.301518040231285,74.08617402344349,0.48,1.02,6.8,64.0,5.5,-0.15,11,staff,-0.25,56,0,1107.08,0.88,416.08,4,0,0,0.9,30,1,1,0,1,1,3,252,shared,1645.11
1841,Varanasi,2.28,6.9,1238,private,10,1,1,0,peak,1,0.51,25.229248690554293,82.96207604662698,2.29,0.84,5.2,43.0,3.3,-0.05,6,location,0.14,53,0,366.26,0.64,473.67,12,0,0,0.9,13,1,0,1,1,0,2,121,shared,1626.46
1842,Mumbai,2.68,9.1,706,shared,12,0,1,0,low,0,0.78,19.088677786119366,72.84969976188796,9.04,0.02,6.7,81.0,3.0,0.84,37,noise,0.16,9,0,996.51,0.72,1040.82,6,0,0,1.1,2,1,0,1,1,0,5,323,ensuite,1379.33
1843,Agra,0.19,7.3,696,shared,6,0,1,0,peak,0,0.75,27.236204199863604,78.0377672640305,0.03,1.26,4.4,86.0,5.9,0.82,37,value,0.03,59,0,791.9,0.79,1345.07,11,0,0,0.8,18,0,1,0,0,1,5,341,shared,1230.61
1844,Varanasi,1.35,6.4,959,shared,8,1,1,1,shoulder,0,0.79,25.244031239460863,82.9679239532133,0.73,0.2,8.9,91.0,1.6,0.22,44,location,0.05,39,0,376.62,0.39,1256.56,6,0,0,1.1,40,1,1,1,0,1,3,383,shared,1534.04
1845,Manali,3.85,8.2,396,shared,8,0,1,0,shoulder,0,0.42,32.15414224286892,77.28139173240758,0.13,2.17,10.0,85.0,1.7,0.22,27,noise,0.07,0,0,1171.67,0.15,442.44,12,0,0,0.9,8,1,1,1,1,0,2,106,ensuite,1375.82
1846,Varanasi,0.67,8.2,1925,private,4,1,1,1,peak,1,0.73,25.255161555511513,82.94437655182129,0.76,0.45,5.3,95.0,6.0,0.92,9,cleanliness,-0.24,85,0,901.6,0.43,318.0,5,0,0,1.0,20,0,1,1,0,0,3,239,shared,2696.55
1847,Delhi,0.68,8.7,830,private,8,1,1,1,shoulder,0,0.76,28.753317264564327,77.15055686805258,1.04,1.68,8.9,85.0,9.3,-0.17,18,cleanliness,0.1,63,0,664.13,0.62,329.08,4,1,1,0.9,9,1,1,1,1,0,5,245,shared,2297.73
1848,Pune,0.03,6.9,477,shared,8,1,1,1,low,0,0.52,18.5387360839064,73.80815851351662,5.07,1.56,9.1,96.0,9.2,0.5,12,cleanliness,-0.01,80,0,401.19,0.4,910.33,6,0,0,1.1,13,1,0,1,1,0,2,260,shared,1065.03
1849,Udaipur,1.73,7.7,1448,shared,4,0,1,1,low,0,0.52,24.59351893079235,73.71425061852524,0.17,1.44,10.0,52.0,1.1,0.52,24,staff,0.06,11,0,956.97,0.46,834.49,5,1,0,1.0,21,1,1,1,1,0,5,175,shared,1299.07
1850,Delhi,6.43,7.1,78,shared,4,0,1,0,peak,0,0.57,28.653995978926353,77.11301395038039,3.0,0.47,5.4,70.0,2.0,0.75,22,cleanliness,0.04,56,0,667.16,0.76,314.74,10,0,1,0.9,28,0,0,1,1,0,2,362,shared,1261.74
1851,Jaipur,0.16,6.3,1505,shared,8,0,1,0,shoulder,1,0.83,26.878847319049374,75.75312185621254,1.01,0.47,8.3,100.0,6.2,0.94,27,cleanliness,0.16,76,0,1436.02,0.13,362.84,1,0,0,0.7,44,1,1,1,0,0,4,315,ensuite,1125.92
1852,Pune,0.64,9.3,1137,shared,4,1,1,0,shoulder,0,0.76,18.613577002588666,73.85105610578253,3.33,2.98,4.6,81.0,8.6,0.23,33,cleanliness,-0.11,88,1,1009.82,0.37,1399.73,12,0,0,0.9,7,1,0,1,1,0,5,375,shared,1423.59
1853,Pune,1.11,8.8,1791,private,4,0,1,0,peak,0,0.91,18.468525045345874,73.8125557275797,1.44,0.02,7.4,93.0,9.6,0.33,11,value,-0.08,25,0,642.08,0.49,1361.44,2,0,0,0.7,31,0,1,1,1,0,1,173,shared,1660.07
1854,Hyderabad,3.95,7.1,1194,private,6,0,0,0,low,1,0.58,17.46532908465102,78.3879001563348,0.08,0.3,7.9,42.0,8.7,0.61,28,location,-0.07,39,1,934.34,0.34,439.4,9,1,0,1.0,23,0,0,1,1,1,2,242,ensuite,1582.49
1855,Mumbai,3.07,8.3,209,private,4,0,1,0,peak,1,0.95,19.092106300891547,72.82082966032758,5.85,1.41,8.2,92.0,7.1,0.96,29,staff,0.16,42,0,947.39,0.46,480.51,10,0,0,0.9,13,0,0,1,0,1,4,197,shared,2361.18
1856,Mumbai,1.61,6.8,225,private,10,0,1,1,shoulder,0,0.85,19.00065929327425,72.91771283449864,0.17,2.55,4.5,82.0,2.8,0.87,18,noise,-0.04,71,1,1172.11,0.42,1290.18,4,0,0,0.9,45,0,0,1,1,0,4,313,shared,1740.22
1857,Pune,4.27,9.4,1979,shared,6,0,1,1,shoulder,0,0.64,18.51386247563101,73.91089260489709,1.82,0.67,8.9,50.0,1.7,0.6,42,staff,-0.19,12,0,1382.64,0.84,858.18,6,0,0,1.1,36,0,0,0,1,0,4,234,shared,1477.15
1858,Manali,2.82,6.4,221,shared,6,0,1,0,peak,1,0.46,32.32930974347218,77.14474057342778,4.2,1.59,5.9,42.0,1.4,0.83,7,location,0.29,89,0,1455.11,0.49,1353.77,5,0,0,1.0,2,1,0,1,1,0,5,357,shared,1589.01
1859,Varanasi,6.79,6.0,517,shared,10,1,1,0,low,1,0.55,25.30131311962747,82.95550859976362,0.17,1.22,4.5,56.0,6.5,-0.1,18,cleanliness,-0.0,55,1,1161.47,0.48,872.37,2,0,0,0.7,34,1,0,1,1,0,1,190,shared,691.46
1860,Hyderabad,5.11,7.9,25,shared,6,0,1,0,low,1,0.97,17.457677312957873,78.39417313202772,1.61,0.1,6.8,95.0,1.3,0.25,7,cleanliness,-0.23,16,0,955.1,0.3,934.95,1,1,0,0.7,5,1,1,1,1,0,4,359,ensuite,917.69
1861,Udaipur,0.87,8.2,1531,shared,6,0,1,0,peak,1,0.59,24.53668573893034,73.65991258021954,3.48,1.46,9.0,80.0,7.7,-0.18,46,noise,0.1,87,0,569.92,0.14,542.15,1,0,0,0.7,2,1,1,1,1,0,3,324,shared,1357.1
1862,Pune,0.95,8.2,893,private,8,1,1,0,shoulder,1,0.6,18.534584430360074,73.91254385667446,8.58,2.52,9.8,95.0,7.4,0.01,13,staff,0.14,23,0,783.64,0.34,1263.68,1,0,0,0.7,47,0,1,1,1,0,2,230,shared,1397.8
1863,Chennai,0.4,6.2,341,private,6,1,1,1,low,1,0.51,13.151470411640396,80.29189725405301,2.58,7.33,8.2,67.0,1.7,0.56,11,staff,0.0,75,1,886.55,0.12,1207.5,6,0,1,1.1,34,1,0,0,1,1,2,260,shared,1989.07
1864,Bangalore,1.23,7.2,726,private,6,0,1,0,peak,1,0.88,13.05573768823394,77.53575410439088,0.65,0.05,3.0,96.0,9.2,0.86,30,noise,0.09,57,0,454.05,0.76,671.17,10,0,0,0.9,2,1,0,1,0,1,1,370,ensuite,2031.11
1865,Bangalore,23.08,7.9,1910,private,8,0,1,0,shoulder,0,0.57,12.968764673430261,77.54608839902448,2.41,1.62,3.9,68.0,5.7,0.56,11,staff,-0.2,79,1,607.68,0.26,973.61,7,1,0,1.2,20,1,0,1,0,1,1,86,shared,1103.94
1866,Delhi,1.56,6.8,560,private,8,1,1,0,low,0,0.6,28.732037620429086,77.16586040459792,2.45,0.8,3.5,52.0,9.1,0.6,11,staff,-0.08,60,0,1481.34,0.83,675.59,7,0,0,1.2,8,1,0,1,0,1,5,287,shared,1390.56
1867,Jaipur,0.75,9.3,1634,shared,8,0,1,1,low,0,0.65,26.81299602615647,75.72911684058899,2.41,0.01,3.7,49.0,9.1,-0.08,48,staff,-0.2,79,0,1208.03,0.81,810.37,9,0,0,1.0,23,0,1,1,0,1,3,207,shared,909.95
1868,Rishikesh,4.31,6.3,951,private,12,0,1,1,peak,0,0.66,30.03754466150268,78.23443154516943,3.85,1.43,5.7,100.0,2.8,0.6,40,noise,-0.07,27,0,878.41,0.63,1238.91,3,0,0,0.8,37,1,1,1,0,1,2,102,ensuite,1573.85
1869,Rishikesh,2.35,7.9,265,shared,8,0,1,1,shoulder,1,0.65,30.042642420749388,78.30047173833093,0.18,0.2,5.4,60.0,4.4,0.35,17,noise,0.04,66,0,571.24,0.79,756.96,9,0,0,1.0,16,0,1,0,0,1,4,86,shared,1229.77
1870,Bangalore,0.49,8.6,1001,shared,8,0,1,1,low,1,0.7,12.890298602330887,77.60682247714162,0.23,0.71,3.8,50.0,2.2,0.58,7,location,-0.03,50,0,988.14,0.8,1224.62,1,0,0,0.7,22,1,1,1,0,0,4,391,shared,839.05
1871,Agra,1.44,7.0,1799,private,10,0,1,0,peak,1,0.89,27.132639002671397,78.00027404104677,2.05,0.45,9.2,41.0,8.0,0.19,24,staff,0.06,87,0,578.25,0.72,1356.14,2,0,0,0.7,46,1,0,1,0,1,2,229,ensuite,1284.3
1872,Kolkata,1.61,8.4,737,private,2,1,1,0,low,1,0.89,22.53682440661163,88.44384821819595,6.15,0.67,7.3,57.0,5.5,0.5,13,location,0.0,38,0,531.73,0.51,757.98,7,1,0,1.2,8,1,1,1,0,0,3,172,ensuite,2225.2
1873,Delhi,4.21,9.2,889,shared,6,1,1,1,shoulder,0,0.88,28.79785320791364,77.04644209254302,1.25,1.02,8.6,93.0,9.4,0.31,26,value,-0.11,65,0,412.51,0.86,1265.29,12,0,0,0.9,43,1,0,1,1,0,3,341,shared,1347.9
1874,Rishikesh,0.06,6.7,824,shared,8,0,1,1,low,1,0.46,30.12062047611217,78.31588397817261,6.47,0.67,5.6,72.0,2.9,0.47,49,value,-0.21,76,0,715.02,0.75,634.38,2,1,0,0.7,43,0,0,1,1,0,4,110,shared,843.47
1875,Bangalore,0.94,9.5,1205,shared,6,0,1,0,shoulder,0,0.88,12.956801015883268,77.52641276812363,5.56,1.21,5.9,78.0,7.2,-0.02,37,staff,-0.15,73,0,950.07,0.2,303.15,10,0,0,0.9,26,1,1,1,1,0,2,184,shared,1351.36
1876,Jaipur,2.19,8.1,658,shared,4,1,1,0,low,0,0.47,27.010010892139103,75.81044676669643,4.66,0.41,5.2,95.0,9.9,0.27,27,cleanliness,-0.18,39,1,491.19,0.44,392.94,11,0,0,0.8,40,1,1,0,1,1,4,207,shared,1004.76
1877,Rishikesh,0.94,7.1,1009,private,6,0,1,1,low,0,0.47,30.017546464046923,78.34172471268226,4.81,1.51,6.1,71.0,7.0,0.25,27,value,0.12,12,1,540.52,0.53,1110.81,4,0,0,0.9,23,0,0,1,1,1,5,121,shared,1240.44
1878,Varanasi,2.97,7.6,1531,shared,6,0,0,0,peak,1,0.97,25.312810238786096,82.96548035709563,4.57,2.88,7.3,90.0,1.6,0.68,42,cleanliness,0.19,18,0,769.37,0.52,410.2,2,0,0,0.7,16,1,0,0,0,1,2,181,shared,1071.08
1879,Varanasi,1.97,7.2,480,shared,6,1,1,1,low,0,0.89,25.34701244140981,83.01875890143826,3.43,0.38,6.5,59.0,6.3,0.65,30,location,0.13,5,1,887.44,0.4,1333.08,11,0,0,0.8,21,1,0,1,1,0,3,304,shared,920.88
1880,Mumbai,1.35,8.8,1417,shared,8,1,1,0,shoulder,1,0.73,18.987116126896815,72.9417786705998,2.37,1.06,8.9,99.0,2.6,0.89,36,staff,0.09,17,1,1214.74,0.53,1253.24,2,0,0,0.7,40,0,0,1,1,1,4,92,shared,1387.88
1881,Manali,8.94,9.0,699,shared,10,0,1,0,peak,0,0.92,32.28299977161662,77.11590528497551,0.05,1.57,9.3,45.0,1.3,0.56,32,location,-0.12,8,0,979.95,0.17,866.34,11,1,1,0.8,29,0,1,1,1,1,1,180,shared,1852.35
1882,Mumbai,3.0,9.2,1622,shared,8,1,1,1,shoulder,0,0.99,18.9959734705844,72.91886537905643,0.28,1.25,6.3,83.0,4.0,0.18,34,location,0.13,80,0,1041.24,0.62,939.66,1,0,0,0.7,20,1,0,0,1,0,1,159,shared,976.16
1883,Udaipur,0.42,9.7,709,private,8,0,1,1,shoulder,0,0.77,24.513456461719937,73.79646820479775,0.29,0.68,4.7,80.0,3.4,0.74,44,noise,0.06,67,0,1135.45,0.5,1063.78,9,0,0,1.0,12,0,0,1,0,0,5,126,shared,1905.09
1884,Pune,2.46,9.0,516,shared,6,0,1,0,peak,0,0.77,18.452337902492417,73.8719741219711,0.05,1.54,9.6,52.0,8.1,0.4,21,staff,-0.27,53,1,841.18,0.73,1104.66,10,0,0,0.9,37,0,1,1,1,0,1,317,shared,1760.03
1885,Chennai,4.55,8.3,1001,shared,6,0,1,0,shoulder,1,0.85,13.168477965331105,80.20792444890576,0.25,0.04,8.1,63.0,4.4,0.03,22,noise,0.24,49,1,711.76,0.65,840.33,3,0,0,0.8,26,1,1,1,1,0,5,339,shared,1456.67
1886,Mumbai,3.7,7.3,1019,shared,6,1,0,0,low,0,0.54,19.112647109027634,72.80308850631779,5.05,0.69,7.5,59.0,7.6,0.7,29,location,-0.25,69,0,1260.5,0.19,644.74,1,0,0,0.7,3,1,1,0,1,0,5,182,ensuite,623.46
1887,Kerala,0.57,8.1,1560,shared,8,1,1,1,peak,1,0.5,10.881585500220622,76.22304706609336,2.18,1.14,8.2,46.0,1.1,-0.04,8,cleanliness,0.0,10,0,1293.98,0.38,1301.26,10,0,0,0.9,18,1,0,0,0,0,3,133,ensuite,1669.62
1888,Rishikesh,10.77,6.2,813,private,4,1,1,1,low,1,0.86,30.097998699292997,78.18830265380333,0.75,0.03,3.5,75.0,1.1,0.01,30,staff,0.01,54,0,484.78,0.69,351.23,6,0,1,1.1,1,1,0,1,0,0,3,308,ensuite,1502.4
1889,Agra,1.79,8.8,840,shared,6,0,1,0,low,1,0.61,27.13526119973902,78.010778814317,3.15,1.06,3.5,100.0,1.3,0.71,35,staff,0.2,41,0,1444.04,0.37,691.69,8,0,0,1.2,19,1,1,0,1,1,2,208,shared,1457.73
1890,Hyderabad,0.52,7.7,1358,private,8,0,1,0,shoulder,0,0.48,17.40917794091987,78.40064093654135,1.34,1.59,4.1,74.0,3.0,0.72,16,value,0.25,89,0,1415.91,0.55,1033.16,7,0,1,1.2,13,1,0,0,1,1,4,258,shared,2336.87
1891,Bangalore,0.6,6.1,223,shared,6,0,1,1,shoulder,1,0.59,12.95362994397773,77.53928092492724,0.31,2.14,4.0,73.0,4.4,0.75,22,cleanliness,0.26,10,0,1345.05,0.87,1280.18,7,1,0,1.2,43,1,1,1,0,0,1,193,ensuite,1830.08
1892,Hyderabad,0.31,6.2,1241,shared,12,0,1,1,low,0,0.62,17.314083230018525,78.47468208878244,4.32,0.18,5.9,42.0,6.5,0.15,14,cleanliness,0.04,71,0,807.19,0.16,381.65,2,0,0,0.7,33,0,1,1,1,1,4,142,shared,535.07
1893,Kerala,4.88,7.5,178,shared,8,0,1,1,peak,0,0.98,10.888419458065547,76.26588295008041,0.83,6.99,4.1,48.0,9.9,0.84,40,location,0.11,66,0,1310.61,0.25,1024.85,11,0,0,0.8,30,1,0,1,0,0,4,365,ensuite,1005.11
1894,Jaipur,0.39,8.2,1363,shared,4,1,1,0,low,0,0.82,26.838316433585987,75.8003796970294,2.4,1.4,9.0,71.0,4.2,0.67,6,location,-0.25,1,1,1053.67,0.48,835.78,4,0,0,0.9,22,1,1,1,0,0,5,170,shared,1415.99
1895,Mumbai,0.4,7.8,1313,private,6,1,1,0,low,1,0.72,19.014133716204235,72.91882299255015,0.69,0.68,7.0,99.0,1.5,0.8,29,location,-0.01,81,0,546.47,0.69,1055.14,6,0,0,1.1,27,1,0,1,1,1,1,241,shared,1851.19
1896,Chennai,5.7,8.4,987,shared,8,0,1,1,shoulder,0,0.98,13.146239862369523,80.1801457279331,1.39,0.43,5.6,93.0,2.8,0.65,13,value,0.24,65,0,1229.86,0.36,648.92,2,0,0,0.7,13,0,1,1,1,0,3,108,shared,893.77
1897,Jaipur,1.27,7.8,1338,shared,6,0,1,1,shoulder,0,0.94,26.944423419225032,75.70342419043516,3.39,1.28,3.5,60.0,9.1,0.5,36,cleanliness,-0.03,25,0,787.31,0.19,1081.77,5,0,0,1.0,8,1,0,1,1,0,4,147,ensuite,959.35
1898,Kolkata,0.09,8.5,155,shared,4,0,1,1,low,0,0.71,22.59879823084273,88.27607183036096,0.34,3.2,7.1,73.0,7.3,-0.07,9,noise,-0.26,75,0,650.6,0.35,498.29,12,0,0,0.9,2,1,0,1,1,1,5,278,shared,827.44
1899,Kolkata,0.16,6.8,1808,shared,6,1,0,0,low,0,0.94,22.556240556868545,88.34853006309298,7.57,1.1,3.8,73.0,8.1,0.65,7,cleanliness,-0.18,36,0,1353.95,0.62,1152.94,5,1,0,1.0,19,0,0,0,1,1,3,392,shared,1008.07
1900,Hyderabad,0.46,6.4,525,private,10,1,1,1,shoulder,0,0.64,17.364256103647875,78.39506958897658,0.15,1.62,8.2,81.0,2.1,0.63,21,noise,-0.04,89,1,1334.73,0.73,1124.28,3,0,0,0.8,24,1,1,1,0,0,5,368,shared,1516.31
1901,Pune,0.72,8.3,1123,shared,6,1,1,1,low,1,0.54,18.55845252183708,73.90591625336627,1.53,0.66,8.6,81.0,2.2,0.17,17,staff,-0.16,35,0,1337.25,0.88,1341.47,2,1,0,0.7,5,1,1,1,0,1,4,181,ensuite,1159.65
1902,Delhi,3.28,7.8,462,shared,10,0,1,1,shoulder,0,0.54,28.75210110772181,77.0471000362077,4.95,0.74,6.8,87.0,2.0,0.68,7,noise,-0.06,15,1,1331.43,0.71,490.55,11,0,0,0.8,8,1,0,1,1,1,4,272,ensuite,1077.98
1903,Pune,0.51,6.1,69,private,8,0,1,0,low,1,0.8,18.52244264047286,73.944542498658,5.83,0.51,4.0,41.0,8.7,0.46,32,staff,-0.1,77,0,965.07,0.49,1094.2,7,1,0,1.2,20,1,1,1,0,1,4,198,shared,1627.42
1904,Rishikesh,0.38,7.4,1344,shared,4,1,0,1,peak,0,0.7,30.180753848869706,78.26488075101942,0.53,1.83,8.5,97.0,2.9,0.47,8,location,-0.11,65,0,1040.3,0.33,654.92,8,0,0,1.2,35,0,0,1,0,1,1,183,ensuite,2071.85
1905,Kerala,4.34,6.4,537,shared,8,1,1,1,peak,1,0.8,10.941639911783774,76.26036515048844,0.31,0.67,5.2,44.0,6.8,0.24,22,cleanliness,-0.25,20,0,1438.64,0.84,610.04,4,0,0,0.9,2,1,0,1,1,0,1,129,shared,1253.25
1906,Varanasi,3.34,8.0,1260,shared,6,0,1,1,low,0,0.81,25.30008589800255,83.0300077385279,2.58,0.32,4.6,69.0,5.6,-0.06,39,location,0.23,6,1,455.21,0.53,741.76,4,0,0,0.9,6,0,1,1,1,0,4,264,shared,969.9
1907,Udaipur,1.71,7.5,1033,private,4,0,1,1,shoulder,0,0.41,24.64952445085663,73.7551307967786,0.09,0.69,6.3,95.0,5.9,0.06,18,cleanliness,0.12,10,0,1267.51,0.65,613.72,11,0,0,0.8,16,0,0,0,0,0,1,384,shared,1226.1
1908,Pune,2.39,8.3,483,private,8,0,1,1,low,0,0.43,18.529053568319682,73.87816180818963,1.33,2.88,9.5,69.0,2.8,0.72,20,noise,0.07,55,0,931.52,0.48,573.01,9,0,0,1.0,47,1,1,1,1,1,5,286,shared,1439.65
1909,Manali,1.12,9.1,1574,shared,8,1,1,1,low,0,0.72,32.24195117751144,77.27572934125007,3.18,2.01,5.1,44.0,6.7,0.13,16,cleanliness,0.06,43,0,1474.09,0.29,1145.22,4,0,0,0.9,36,1,1,0,0,1,5,158,shared,1171.39
1910,Udaipur,1.98,7.1,1696,shared,4,1,1,0,shoulder,1,0.51,24.49639281227573,73.69695185219742,1.64,0.61,9.3,54.0,1.4,-0.2,15,noise,-0.06,53,0,1067.07,0.54,1069.45,10,0,1,0.9,2,1,1,1,0,1,2,263,ensuite,1750.48
1911,Kerala,2.12,9.7,766,private,10,1,1,1,low,0,0.78,10.865294942093662,76.33280633515446,0.42,3.56,3.4,75.0,9.9,1.0,6,cleanliness,0.19,56,0,495.05,0.77,420.29,12,0,0,0.9,14,0,1,1,1,0,3,219,ensuite,1322.59
